,Unnamed: 0,NUTS,YEAR,MONTH,Mean_MAX_T,Mean_MIN_T,Mean_AVG,Mean_Pre,Mean_Snow,Var_MAX_T,Var_MIN_T,Var_AVG,Var_Pre,Var_Snow,Kur_Max,Kur_Min,kur_mean,kur_pre,kur_Snow,Cov_Temp_Pre
3952,3953,NL212,2018,5,22.6366252263569,10.0397590471099,16.3488815594651,1.62519686392292,0.0,27.3341115386588,20.6964896304778,19.292990734316,18.9017623271875,0.0,-1.0119040363778,-1.24742188837216,-1.11058101802577,7.56440059271682,0.0,8.36946594174353
3953,3954,NL212,2018,6,22.039636895884,12.1859513735513,17.1223448731345,0.876782297624998,0.0,11.3988386435125,6.31216728894301,4.45840329458279,4.55398971357657,0.0,-1.13926118686307,-1.26983261977391,-0.877452455105305,6.64637427423856,0.0,0.400013847647729
3954,3955,NL212,2018,7,27.42908069447,12.3593984615293,19.8960604267282,0.339609034038458,0.0,13.1131473792338,10.8483550372241,10.2628582112706,2.50025734647841,0.0,-0.317925479486746,-1.12697541589627,-0.745582930284039,23.1085938807455,0.0,0.570453491806249
3955,3956,NL212,2018,8,24.0416672002564,12.6421680261316,18.3494858884164,2.6158592965501,0.0,17.76339056902,9.31919132453014,7.88589790629298,24.9515068887366,0.0,0.103918879413314,-0.354336886157122,-0.693484603725373,4.44957170859535,0.0,-2.51325119494357
3956,3957,NL212,2018,9,20.1559581914612,9.81950369043707,14.9923938110785,1.14318058789103,0.0,14.8799722756532,22.7376096757497,13.9026129477808,7.814890310969,0.0,-0.60638315701875,-1.03833920509135,-1.16303254340855,5.89088180865881,0.0,-0.431126264138527
3957,3958,NL212,2018,10,16.83934283709,7.13246825810335,11.9967283381938,1.08254990804513,0.0,28.9472294496521,18.5627833862532,18.8601123253325,7.92605171342897,0.0,-0.836550641730108,-0.763568856891003,-0.426658605129414,15.5867494896913,0.0,-5.03574629408994
3958,3959,NL212,2018,11,9.448011882158,3.31410234280355,6.38919824253774,0.633731978696319,0.0,16.7002607966246,17.8395391568624,13.7323703678993,1.75930115165071,0.0,-1.04093757651125,-1.30218321444064,-1.58145426845374,3.92710823567473,0.0,0.547284619208405
3959,3960,NL212,2018,12,7.87136156913043,3.98378437105983,5.93718789209004,2.619151070076,0.0334772398960922,10.0271165402251,13.5301985394199,10.9203671552704,19.4329551533147,0.0347424933228758,-0.54169360753807,-0.729920381341379,-0.92904406741501,4.57967022235805,24.1904266389178,7.07378959613997
4308,4309,NL213,2018,1,7.04352987014923,3.01375645579352,5.0257525712121,2.86083829888936,0.0056083678460506,7.46238486324572,8.17505354535567,6.85563920052093,15.3829496979308,0.000975067486795,-0.32708014569102,-0.588330871320566,-0.587337256036107,0.923425068525362,24.1904266389178,1.5959663257632
4309,4310,NL213,2018,2,3.57193533566048,-3.13080800447655,0.225879444901665,0.942450660845498,0.14244221146832,8.41571519224503,9.76741190809834,7.30014756824304,4.23385759893781,0.0934462494567493,1.39853978715445,-1.23551671502269,-0.153865974974246,7.64531956704343,1.878689338788,2.38338431020708
4310,4311,NL213,2018,3,8.5414899450909,0.165256936047276,4.35261085918356,1.97959972202894,0.0369384520602169,24.1582515666265,20.043355271883,18.1874272734199,7.8010472263191,0.0142733508273669,-0.487269740382095,-0.854900637272714,-0.215824160464561,4.40986028633534,7.04990265052106,4.58730430025908
4311,4312,NL213,2018,4,18.1285081486756,6.81178099842054,12.4696401666774,1.52498072074691,0.0,25.1758349535557,10.5931236711001,11.3508255360599,11.7426199832921,0.0,-0.378181348937037,0.939791220656568,0.0497336822533643,9.70492417954302,0.0,-0.560312341417062
4312,4313,NL213,2018,5,23.1644641714786,10.4674868817489,16.8189403415003,1.23705709027634,0.0,24.7149191920251,19.4066958693273,18.9071050970984,9.24807271729772,0.0,-0.866391399429262,-1.19794975475621,-1.15247903832715,5.58301301061324,0.0,5.14206948359105
4313,4314,NL213,2018,6,22.637519510867,12.3217831962695,17.4816840234707,0.837619272700859,0.0,12.3053524867464,5.71096589437493,5.12731084068549,3.08126639667081,0.0,-1.013439714299,-0.881710024007575,-0.842099264755738,5.08952785529585,0.0,0.470274653131732
4314,4315,NL213,2018,7,27.7577927312437,12.3874964282731,20.0692706176296,0.59995897533861,0.0,11.0262921642026,10.2576738163722,8.59978995356346,2.98629823616497,0.0,-0.290635840246644,-0.338817517865271,-0.588100549295995,10.0482666596984,0.0,1.17549076378685
4315,4316,NL213,2018,8,24.9160829154768,12.8866174255937,18.9007827746083,2.15525940386792,0.0,18.5971234887147,10.0521960187018,9.04162750723869,12.9929747877058,0.0,-0.195547856680039,-0.0604433461455645,-0.513340902320442,0.207654664745859,0.0,-2.84472936856433
4316,4317,NL213,2018,9,20.7125701822116,9.64965226722007,15.1808892982008,1.34749610048012,0.0,16.6922510375698,23.9965086660887,15.1424736575539,7.88520469004146,0.0,-0.54261825017015,-0.858920475288339,-1.13107759007989,3.73019352149993,0.0,-0.330933372879742
4317,4318,NL213,2018,10,17.0171466020235,6.9263293578493,11.9701045081181,0.972524797670195,0.0,32.2613518899913,18.3394231311862,20.0116407702818,5.14037090519396,0.0,-0.954475609604171,-0.737831494950701,-0.531973838682091,14.0295190830316,0.0,-4.26400089186656
4318,4319,NL213,2018,11,9.51517192051208,3.45878964706811,6.4914618464427,0.767148538984265,0.0,17.0639240349031,17.5406777398633,13.54521820025,1.9108114163814,0.0,-1.03761598485272,-1.25431424134254,-1.5575134449271,1.05543940876347,0.0,1.36281905926915
4319,4320,NL213,2018,12,7.61977513543408,3.8016766565998,5.71328990662992,2.91940174507357,0.032258064516129,10.8109617076571,14.4821976342809,11.7421470411315,21.017376025145,0.0322580645161291,-0.73859102986756,-0.799679630447002,-0.983087519863141,4.06760018123147,24.1904266389178,8.58667715116378
4668,4669,NL221,2018,1,7.25792751178714,3.21090009996428,5.23583365813104,2.69528443998641,0.0,6.42336616118793,7.35851172447848,6.12652251087372,11.55879648095,0.0,0.0206419242935052,-0.310208858999674,-0.250548667258902,1.5943832806674,0.0,1.52494623872052
4669,4670,NL221,2018,2,4.02297978284547,-2.4420781180539,0.793482057865731,0.838845921062051,0.125494911582408,8.04696934194705,7.92028180970738,6.83733466674105,3.57240224252301,0.0738625413045328,1.00331019770294,-1.0964871948391,0.0475272252995835,5.89998254881331,1.87621926900061,1.93356401711395
4670,4671,NL221,2018,3,8.54105511568572,0.600011884216227,4.57134553148074,1.9859140797603,0.0324860366299977,20.9811309591737,18.1105229621861,16.5407905800702,8.74469891606612,0.0109091986223269,-0.454975073192605,-0.83896369416912,-0.257037637408468,4.29962355268687,7.03501246596024,3.93305976458549
4671,4672,NL221,2018,4,17.5611858138093,6.94210151724652,12.2565383268834,2.0647043092047,0.0,25.7769851121732,8.72823528847291,11.5637902308374,26.2254294483602,0.0,-0.348757640486158,0.0999168177321255,-0.327210585243557,13.3100583712902,0.0,-4.48755566288569
4672,4673,NL221,2018,5,22.8297078266257,10.6878174542902,16.7589751980573,1.25868673594124,0.0,27.7940924127871,20.2367821695411,19.5936427999433,11.6235419161455,0.0,-1.10519435994128,-1.18423123592959,-1.20853585172012,12.317750913886,0.0,6.21300961209909
4673,4674,NL221,2018,6,22.1330001278414,12.9457395377247,17.5461890578849,0.666019597647186,0.0,12.1519327279081,4.88057450685092,4.65901271687713,3.83166308706416,0.0,-1.07454065575082,-0.954439533592946,-1.1506240073491,16.0426763612465,0.0,0.417554603212033
4674,4675,NL221,2018,7,27.1427020752073,13.7089817972557,20.428263919748,0.285247032430664,0.0,11.8334235386703,11.5080558485599,10.1067948246989,1.25624836876152,0.0,0.417694953009905,-0.224827244361138,0.208897889209947,22.0870523074388,0.0,0.607532129727338
4675,4676,NL221,2018,8,23.9226357666806,13.4155266033664,18.6750685341947,2.36183753221772,0.0,16.0514659117928,8.69541202931325,8.01604332945766,15.9420694676091,0.0,-0.186856255653584,-0.102671066696212,-0.65992405560495,1.19053437391882,0.0,-3.078058954729
4676,4677,NL221,2018,9,19.9583718109418,10.3973589632146,15.1813292834038,1.95643176554445,0.0,12.7006885132577,22.2350721125582,12.8556302375919,10.380585986294,0.0,-0.585730353929595,-1.00164160860635,-1.12574125185647,1.21094553197919,0.0,0.825700151097412
4677,4678,NL221,2018,10,16.8020651242834,7.55461238258037,12.1862593023087,1.09258781650603,0.0,28.415271935448,16.5650334858698,18.3945367646915,6.88384243139778,0.0,-0.784030787667081,-0.850151139807791,-0.527494235767513,8.49202873151885,0.0,-5.50967313742948
4678,4679,NL221,2018,11,9.6117410907707,3.8701025871453,6.74308746772554,0.836512934660376,0.0,15.673040114926,14.2438867413824,12.0202428830213,2.9806321328371,0.0,-0.755553611857548,-1.49611213507717,-1.65146083220221,4.14418261426511,0.0,1.50211952501196
4679,4680,NL221,2018,12,7.84637385284532,3.95898267436297,5.90478262925085,2.79174298878037,0.0474694691755979,10.2470349426556,13.4798337799622,11.1320371010962,18.2106691459015,0.0698538656182043,-0.662169801451272,-0.915780313902288,-1.02550156574936,2.48612925085454,24.1904266389178,7.24952212251158
5028,5029,NL224,2018,1,7.57162768301403,3.35453977485253,5.47692992323873,2.97728397750825,0.0,6.02407981959323,6.74947271292575,5.56610910848517,15.2788038787514,0.0,0.0120022488649321,-0.266299659008022,-0.118992152284179,0.0956525480949089,0.0,1.67320867740288
5029,5030,NL224,2018,2,4.29562406941635,-2.33773505058784,1.00275586315796,0.834320042639666,0.0,8.18261520774917,7.32911426848503,6.6565397534751,3.61705177332805,0.0,0.334927369133397,-0.660831869369086,0.147565593001527,3.00555795043086,0.0,2.03624122009149
5030,5031,NL224,2018,3,8.80037853547821,0.817917214526026,4.82990329368013,2.4572585033898,0.0164282693462187,21.5552483470896,16.8247482444223,15.6809014142663,15.6867998691612,0.0078625666483725,-0.429044927517884,-0.929998915717695,-0.283474561295606,3.70867222179634,24.1700043218466,5.47053977561043
5031,5032,NL224,2018,4,17.4882762827617,7.16107862240536,12.3365783950425,2.46559226313596,0.0,23.9098492290103,9.33577805137326,11.4316085411809,38.6304496990053,0.0,-0.348440021059878,-0.428423969787312,-0.261532385251476,11.5713291296752,0.0,-3.62968703028575
5032,5033,NL224,2018,5,22.5784618040947,10.612128955346,16.6077529429061,1.04758074107369,0.0,24.1721468947058,21.5506096071043,18.7690432340961,6.42590663151003,0.0,-1.06655946515159,-1.12769983317437,-1.24581759846471,7.44274462760756,0.0,2.82061577466617
5033,5034,NL224,2018,6,22.8220618909469,12.8494713879117,17.8610747091928,0.761518283225269,0.0,12.483317468431,6.1003887276464,5.50171728129111,10.5353778443502,0.0,-1.17684552013576,-0.0869971774170391,-1.00758080343356,22.3013268223611,0.0,0.32027399721322
5034,5035,NL224,2018,7,27.7011921454937,14.0641964276428,20.8989681837407,0.393356679475282,0.0,10.566495066337,9.01472199518663,8.42296795760188,1.60186398302776,0.0,0.783559793846165,-0.0319503300569788,0.562221090349591,9.73013862245946,0.0,2.21476422620412
5035,5036,NL224,2018,8,24.4604082792506,13.5945082987922,19.036045600438,2.28790954827553,0.0,17.1839768378046,9.37715674397307,9.23619251977079,19.226791560951,0.0,-0.480167065104982,-0.0817110827797589,-0.801804923147898,3.60188726848678,0.0,-2.70063732197962
5036,5037,NL224,2018,9,20.5038792684602,10.3884000083705,15.4656441649554,2.40837007958987,0.0,14.1797998271773,24.8880137389215,13.9426626160897,24.8065717927004,0.0,-0.745971252406044,-0.84893780488158,-1.02373812605948,3.29623097285447,0.0,3.12026782845104
5037,5038,NL224,2018,10,17.3100546674319,7.4363897924166,12.3936290943874,1.06757710144256,0.0,29.1624039356425,15.9105585565105,18.0849807305381,8.69291922952427,0.0,-0.836080341324268,-0.918305093546658,-0.598999498938023,8.29000369815643,0.0,-5.65844064752282
5038,5039,NL224,2018,11,9.87322030892794,3.94292931557154,6.92524495605609,0.999754115796973,0.0,14.0825376089687,15.1646179927245,11.5772743245777,4.16641690600308,0.0,-0.879894158800869,-1.53559626279505,-1.7340244894827,2.12804976010645,0.0,2.07775239786265
5039,5040,NL224,2018,12,7.99972493601244,3.58461149000315,5.80617788979223,2.89774760663735,0.0321906201518617,11.0952131023849,17.496826008654,13.3686666414848,16.1736722941116,0.0321233167986047,-0.70362384452001,-1.0231084407525,-1.08774095880333,-0.0691667094764714,24.1904266389178,7.71264100071738
5388,5389,NL225,2018,1,7.33209212317214,3.26580368794804,5.29586189436323,2.93970457608695,1.65393618782128e-05,6.75396334780605,7.40790086670127,6.24373926500447,14.1163002622265,8.48006523149282e-09,-0.324291772441025,-0.503369185522133,-0.570650102810771,1.09028983450752,24.1904266389178,1.4513903769039
5389,5390,NL225,2018,2,3.76168559271919,-2.85185894266743,0.449777776875687,0.842885958593076,0.0026169818875851,7.67713277376346,8.47700108163947,6.64244001937349,3.39808046856995,2.5715947415297e-05,0.976710211932046,-1.1526848292764,-0.382680230533748,8.205536809765,0.783149601864143,1.98219537402752
5390,5391,NL225,2018,3,8.6610048011715,0.517789911877472,4.58946815931538,1.83260586420504,0.0132817808632412,23.3159382908076,18.6564917094701,17.6305847094462,7.07552335281557,0.0051728655062653,-0.530216556157845,-0.833065323711746,-0.316698005363686,4.43924217249636,24.1683372135989,3.99763975844521
5391,5392,NL225,2018,4,18.028294538085,7.13197390556876,12.5804008155748,1.56925941297263,0.0,23.528592569086,9.89588752146654,10.7204368943894,11.8287786376002,0.0,-0.336100920010995,0.415957140339117,-0.174691888025238,8.32468523833992,0.0,-0.997863622507051
5392,5393,NL225,2018,5,23.131385653461,10.7715019424698,16.9485919115304,1.07619889496361,0.0,24.3824203397629,19.3863112401844,18.5822542000813,8.01031285122296,0.0,-0.946725485508807,-1.31320933492268,-1.1802152348778,8.45725529780001,0.0,4.12501070141146
5393,5394,NL225,2018,6,22.985624602083,12.7899749193152,17.8819322217658,0.896941423276419,0.0,12.8486289622608,5.41050739886498,5.34540548281503,5.13907263815875,0.0,-1.08962876455661,-0.799071196130073,-1.03206554517992,11.6056109244259,0.0,0.601430877258418
5394,5395,NL225,2018,7,28.5005126083399,13.3569336357377,20.9223733244254,0.271619652107458,0.0,11.4601450903631,12.3724972177324,10.3524621790708,0.772204028098122,0.0,0.0228012742830352,-0.584241116657958,-0.400305456582116,18.5737193409052,0.0,0.1923596959872
