,Unnamed: 0,NUTS,YEAR,MONTH,Mean_MAX_T,Mean_MIN_T,Mean_AVG,Mean_Pre,Mean_Snow,Var_MAX_T,Var_MIN_T,Var_AVG,Var_Pre,Var_Snow,Kur_Max,Kur_Min,kur_mean,kur_pre,kur_Snow,Cov_Temp_Pre
348,349,FR101,2018,1,9.70710083045869,6.07132872050562,7.89418548138811,4.21874199094661,0.0,4.62952008885336,6.61990803741685,4.50285450751317,22.4456696379941,0.0,-0.485405285764576,-0.918603181389585,-0.861291873666172,-0.364125346451643,0.0,3.25905055915944
349,350,FR101,2018,2,4.88284821153684,-0.351152676554228,2.26200419483463,1.75557710355783,1.69503429553911,10.8512583057031,8.63008971408649,8.51818425677304,8.91503670703167,14.8102543554741,-0.805116845580665,-0.174572523710677,-0.394423702819773,3.66611116556668,1.5173764367157,-0.0211164134667228
350,351,FR101,2018,3,10.976077865379,4.08594653760608,7.54007813276123,2.23266481678893,0.153855479433949,17.0610019718782,14.4474596106508,13.980117359023,10.9354059342324,0.52861146845338,0.168147481109112,-0.636951751732937,-0.204672917769729,4.73912426731873,22.2804508102013,4.76054975932476
351,352,FR101,2018,4,18.5303730111891,8.95363118028484,13.73879889482,1.9536812897766,0.0,26.9054021009858,5.91414838889154,10.6174004861848,15.0019226974787,0.0,-0.483031517264537,-1.03058935187723,-0.28086734939146,5.65619851782085,0.0,-4.38698559483863
352,353,FR101,2018,5,22.1857431614697,10.8186598474515,16.4981062790979,2.45795540675183,0.0,17.6016273633039,14.3115740773477,13.28606439769,34.5791719168512,0.0,-0.980391011788839,-0.733433414634857,-0.999067779263218,6.43577497977351,0.0,6.24830339795728
353,354,FR101,2018,6,24.3317244448444,14.5006833855136,19.4153055156375,4.59594160165831,0.0,9.35144931481564,6.45610572886235,5.44275319043062,313.666976338088,0.0,-0.407002100322869,0.384774866625521,-0.0961003850416287,19.7010503260009,0.0,-0.357019250299468
354,355,FR101,2018,7,29.1209051430135,17.6682483932236,23.3943309605577,0.980226285753388,0.0,9.40930747086309,2.30512319409427,4.19578605313892,7.32082156094758,0.0,0.06733490410664,-0.576522884399194,0.303813426490692,7.80820056224053,0.0,1.13024065037355
355,356,FR101,2018,8,26.9275965018456,15.4550326819036,21.1935511064506,1.2424998385775,0.0,18.7071841365401,7.36661220482255,8.60608576882607,8.26252895158741,0.0,-0.997196045504711,0.500897721555996,-0.797825156645747,6.72436584687334,0.0,-1.41466494820477
356,357,FR101,2018,9,22.8983660567652,11.4467794130231,17.1660362006438,0.550297846951512,0.0,13.7184425170241,15.6881037240442,8.61677301764012,2.24205477377133,0.0,-1.06096703384022,-1.08139480938585,-0.833372673563463,18.3311677699156,0.0,0.631129519295304
357,358,FR101,2018,10,18.6981668954185,9.34571352176498,14.0274025296194,1.40575934099896,0.0,33.4588405050192,17.1057476670352,21.3645875615268,5.82370674205475,0.0,-0.841633172052173,-1.14667865966561,-0.793209575673251,1.04485123333264,0.0,-1.00066870280471
358,359,FR101,2018,11,11.0342394015608,5.73245512985073,8.38322339697589,2.39333333333333,0.0,15.3271470914908,13.4087437057118,12.0391459726198,17.357835579819,0.0,-0.628177389547766,-1.02691536799569,-1.04895805741862,3.51987329658213,0.0,0.261954445597599
359,360,FR101,2018,12,9.1328345424868,5.28924508364249,7.21550678058473,2.2585897816893,0.0,17.6191468227334,22.7767207186032,19.3233884140253,10.7208390047271,0.0,-0.838461971378324,-1.33027668933207,-1.21323990769477,3.48746736449039,0.0,5.51055434881332
708,709,FR102,2018,1,8.84462893950055,5.29418957469134,7.06379322962449,3.73436216851271,0.0,4.11245122932512,5.65389659561415,3.87622077719537,14.8727172570344,0.0,-0.360781078387342,-1.03999350631682,-0.685526197106173,-0.546878328547311,0.0,1.79469306570687
709,710,FR102,2018,2,4.3363737635084,-1.11459896692975,1.60633812394722,1.30930655248795,1.2439719721632,10.4439486892673,9.34495520502866,8.76514822337619,3.68403452915682,7.80446123511518,-0.518012844383342,-0.23315330463344,-0.312773837367541,2.14644501942193,1.56054433976688,1.10681847703586
710,711,FR102,2018,3,10.5631048204372,3.34232289830098,6.94697596917918,2.09265829822371,0.167535167644849,16.2642884568913,13.9527485439775,13.3983121782953,8.16184411922523,0.434130400560058,0.330600066559676,-0.706886133115426,-0.170877253507183,4.70835701738626,11.8972949066399,4.33975188954499
711,712,FR102,2018,4,17.9503949205142,7.87270861559636,12.9072629950664,2.02909381659504,0.0,25.3473063014114,5.97153548082758,9.47414045962432,13.2970547016579,0.0,-0.640079935228555,-0.721822283107705,-0.393234220644676,2.0724501756012,0.0,-3.03478553285549
712,713,FR102,2018,5,21.5347881063297,9.81584958445863,15.6699264805338,2.08273315888626,0.0,17.9122691491282,13.8196320659666,12.6999353198583,17.6540072725324,0.0,-0.719045433718083,-0.726567355390477,-0.97967232881459,3.50741037068962,0.0,2.57759637057945
713,714,FR102,2018,6,24.0697993165386,13.4972876500921,18.780293731468,2.17912077538608,0.0,9.70839340695071,7.3887450522797,5.52229785818799,29.1074064591689,0.0,-0.290610353307055,0.617601680283834,-0.0303124888098996,9.64651005661771,0.0,2.20801580362049
714,715,FR102,2018,7,28.7191088118421,15.8898650667966,22.2973202128794,1.18494253299864,0.0,10.1664496692629,2.69728657786622,4.41903194999261,10.3695601081127,0.0,0.137808387197223,-0.739506315144515,0.488328077878958,14.4456224512234,0.0,0.774825553162659
