,Unnamed: 0,NUTS,YEAR,MONTH,Mean_MAX_T,Mean_MIN_T,Mean_AVG,Mean_Pre,Mean_Snow,Var_MAX_T,Var_MIN_T,Var_AVG,Var_Pre,Var_Snow,Kur_Max,Kur_Min,kur_mean,kur_pre,kur_Snow,Cov_Temp_Pre
2514,2515,ES211,2018.0,7.0,26.2894712204496,14.8797884686045,20.5821372811084,1.82901763639293,0.0,5.68872540020673,3.67611578233754,2.65748516899342,14.215501476359,0.0,-0.864132115047983,-0.898912908211179,-0.885554794244506,6.64595161192859,0.0,0.388504322520896
2515,2516,ES211,2018.0,8.0,26.7438053741157,13.4730174973421,20.1089579704255,0.216439384961081,0.0,16.0459848078611,6.26102953893139,5.77238864630614,0.20105650114513,0.0,-1.1395254798507,-0.897473230526208,-1.13194923780109,5.6394312303996,0.0,-0.126187930021818
2516,2517,ES211,2018.0,9.0,26.0189158240831,12.2777765084988,19.149809728968,0.455048242570152,0.0,11.4938537730219,7.790454419626,5.38658753785681,0.729357534730364,0.0,-0.894895260889619,0.452604085009374,0.987437387544383,1.98609621138577,0.0,-0.0156607527690377
2517,2518,ES211,2018.0,10.0,18.0159500007812,7.96543121714584,12.9915083378551,3.71658030845764,0.0,27.5459851839137,16.0100841478474,15.48624385735,55.5143306581396,0.0,-0.382469950134506,-0.0942958303703252,-0.0057980094097174,2.8396797427399,0.0,-10.7099364915579
2518,2519,ES211,2018.0,11.0,13.4662355320388,6.24259458723439,9.85297990677142,2.51032337658639,0.0,7.64447293782649,7.75890677887454,5.17544596632675,10.3711974191957,0.0,0.165354200251519,-0.0746131493619835,-1.04052540672975,-0.787349890677175,0.0,-1.95137666358924
2519,2520,ES211,2018.0,12.0,11.8508589802127,3.43934138609296,7.64349993472333,1.20829995528332,0.0,5.72530195063443,9.11606754071103,4.38939260744542,10.119862309708,0.0,-0.50910077774781,-0.833788110014197,-1.02473699139627,13.5541271049692,0.0,0.436342629346555
2868,2869,ES212,2018.0,1.0,11.3093986396662,6.28081139241027,8.79264666045154,9.07417003329778,0.0,9.27291986949619,10.3625204922991,8.41310244025528,134.823638075928,0.0,-0.406351343517755,-1.07065229735679,-0.854259931000537,2.13370204776417,0.0,-4.40205456297641
2869,2870,ES212,2018.0,2.0,8.06121208454048,3.00091512701284,5.52620832924354,9.08501435482266,0.272829182196018,13.3095793660443,13.55198146348,11.529744940146,99.6660457050028,2.08420135441694,1.07403709694678,-0.648132764382751,0.275041584736158,0.28385098313938,21.2104591836735,4.60822994490169
2870,2871,ES212,2018.0,3.0,13.1186832386626,6.45269666360729,9.78533047351631,4.79921870413952,0.0,10.522103872208,9.99233227632801,8.78278943963729,22.8304341665119,0.0,-0.427059269388598,0.150336037787366,-0.289429407543068,-0.864263384655654,0.0,-6.29217107728789
2871,2872,ES212,2018.0,4.0,17.1758552236121,9.77617309666075,13.4743027666835,6.21796647771705,0.0,22.1145926034906,9.50311767020198,12.9675743847489,128.101436227444,0.0,-1.12112294709578,-1.14379358298454,-1.14894341362192,5.91623881724766,0.0,-22.6618583521918
